Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Tanja,Svensson,Idrottsstigen 640,Kristianstad,10102,Sverige,SE,19860614-0045,+46,+46 (0)8 660 450 08,1986-06-14,True
Ove,Andersson,Skolgatan 768,Stockholm,23258,Sverige,SE,19571021-8628,+46,038-80 48 74,1957-10-21,True
August,Sundin,Trädgårdsgatan 413,Uppsala,24412,Sverige,SE,19980714-8648,+46,+46 (0)382 909 57,1998-07-14,True
Anna,Jonsson,Stationsvägen 5,Helsingborg,27187,Sverige,SE,19951122-6720,+46,+46 (0)8 673 366 15,1995-11-22,True
Filip,Bergkvist,Industrivägen 296,Karlskrona,70712,Sverige,SE,19720315-1173,+46,08-735 60 37,1972-03-15,True
Vilde,Kristoffersen,Ahmedeggen 3,Sandvik,9718,Norge,NO,19660514-9010,+47,69 44 75 84,1966-05-14,True
Helen,Karlsson,Järnvägsgränd 54,Falun,47419,Sverige,SE,19410819-3482,+46,08-953 36 58,1941-08-19,True
Stein,Vik,Hauglandekra 6,Birkeland,7242,Norge,NO,19850405-9019,+47,55 06 83 47,1985-04-05,True
Elin,Ibrahim,Björkvägen 274,Helsingborg,61806,Sverige,SE,19671025-8662,+46,08-73 58 00,1967-10-25,True
Jacob,Sundberg,Idrottsgatan 3,Nyköping,26832,Sverige,SE,19720822-8488,+46,088-653 43 11,1972-08-22,True
Susanne,Johansson,Bäcktorget 579,Uppsala,71467,Sverige,SE,19930728-9600,+46,+46 (0)8 703 856 03,1993-07-28,True
Olov,Karlsson,Villagatan 45,Södertälje,26121,Sverige,SE,19970102-3910,+46,0974-18 87 16,1997-01-02,True
Åke,Nilsson,Kyrkovägen 5,Lidköping,69540,Sverige,SE,19501028-5905,+46,+46 (0)8 182 257 64,1950-10-28,True
Anna,Axelsson,Ängsgatan 969,Borlänge,87000,Sverige,SE,19680817-2296,+46,+46 (0)81 06 80 35,1968-08-17,True
Oliver,Andersson,Ekstigen 891,Malmö,83202,Sverige,SE,19940628-5172,+46,+46 (0)09 22 38 26,1994-06-28,True
Sakari,Rytkönen,Puroniitynbulevardi 087,Luumäki,88736,Finland,FI,19791025-6754,+358,(+358) 715983312,1979-10-25,True
Ida,Asp,Furugränd 855,Norrköping,22297,Sverige,SE,19470125-2306,+46,+46 (0)258 207 71,1947-01-25,True
Maria,Heikkinen,Iltaruskonkatu 579,Rääkkylä,00310,Finland,FI,19730628-818A,+358,043 641 8234,1973-06-28,True
Erkki,Nurmi,Yläkaskenkatu 13,Vesanto,48154,Finland,FI,19740407-868Y,+358,(+358) 363833586,1974-04-07,True
Kristin,Nilsson,Industrivägen 3,Borlänge,62843,Sverige,SE,19520322-8298,+46,08-72 34 54,1952-03-22,True
Barbro,Liu,Skogsgatan 3,Umeå,82771,Sverige,SE,19850426-5943,+46,031-99 09 91,1985-04-26,True
Kjersti,Olsen,Paulsentjernet 3F,Lenevåg,5563,Norge,NO,19721023-3347,+47,+4750095372,1972-10-23,True
Sebastian,Pedersen,Tveitsvingen 8,Bentevåg,3861,Norge,NO,19760521-8524,+47,992 78 756,1976-05-21,True
Jennifer,Davis,Sarah Forest 1780,Harrisfurt,18606,Danmark,DK,19520405-4526,+45,516-247-3319x4142,1952-04-05,True
Hannu,Kiuru,Bertha Pauligin bulevardi 4,Oulu,56913,Finland,FI,19921231-200V,+358,+358 38 4384125,1992-12-31,True
Virginia,Mccarthy,James Radial 32668,New Christopher,50511,Danmark,DK,19930701-9796,+45,6873425603,1993-07-01,True
Sigrid,Johansson,Strandgatan 054,Eskilstuna,15775,Sverige,SE,19770505-4041,+46,08-249 45 40,1977-05-05,True
Karl,Falk,Gengränd 403,Jönköping,93755,Sverige,SE,19940303-6857,+46,+46 (0)028 737 36,1994-03-03,True
Mattias,Gustafsson,Bäckstigen 72,Motala,43305,Sverige,SE,19530826-6799,+46,+46 (0)8 306 282 88,1953-08-26,True
Jan,Andersson,Ringstigen 1,Örnsköldsvik,52577,Sverige,SE,19630311-2041,+46,+46 (0)930 483 21,1963-03-11,True
Simen,Berntsen,Thomassenrøa 7B,Eriksen,1710,Norge,NO,19841008-3539,+47,38174228,1984-10-08,True
Ulrik,Jonsson,Parkstigen 01,Växjö,45744,Sverige,SE,19590803-7359,+46,0376-462 92,1959-08-03,True
Paula,Randall,Lisa Isle 491,Lake Rebekahbury,53739,Danmark,DK,19990203-0703,+45,(553)588-1829,1999-02-03,True
Olle,Olsson,Industrigränd 4,Örnsköldsvik,73942,Sverige,SE,19560417-8844,+46,+46 (0)579 072 62,1956-04-17,True
Markus,Hagen,Haugstranda 61,Aasen,0844,Norge,NO,19990425-5628,47,452 45 704,1999-04-25,True
Alfred,Smith,Parktorget 04,Borlänge,82483,Sverige,SE,19980504-0625,+46,+46 (0)66 53 24 69,1998-05-04,True
Anders,Hanna,Stationsgränd 051,Malmö,73011,Sverige,SE,19760227-5298,+46,+46 (0)8 796 233 96,1976-02-27,True
Ellen,Wallén,Bäckgränd 089,Falun,29124,Sverige,SE,19660524-8940,+46,0051-865 34,1966-05-24,True
Stefan,Johansson,Björkvägen 138,Stockholm,51189,Sverige,SE,19480103-3545,+46,08-994 033 20,1948-01-03,True
Andreas,Persson,Parkgatan 84,Umeå,94374,Sverige,SE,19490219-9488,+46,08-55 42 31,1949-02-19,True
Melker,Nyberg,Skogsgränd 8,Västerås,17831,Sverige,SE,19560518-9550,+46,0448-52 85 01,1956-05-18,True
Christian,Helland,Lundeberget 45,Mikkelsen,3395,Norge,NO,19650714-2111,+47,438 94 997,1965-07-14,True
Zachary,Miller,Wallace Unions 53508,Lake Norman,04099,Danmark,DK,19910401-7929,+45,339.689.8771x97838,1991-04-01,True
Kristoffer,Jacobsen,Hagenstykket 98,Danielsen,4229,Norge,NO,19551201-5819,+47,+47 49 41 80 84,1955-12-01,True
Johnny,Sundqvist,Villagränd 687,Luleå,72156,Sverige,SE,19630721-8710,+46,+46 (0)8 054 167 43,1963-07-21,True
Jan,Nygren,Skolgatan 369,Trollhättan,37006,Sverige,SE,19790115-1460,+46,0758-21 01 49,1979-01-15,True
Peter,Strandberg,Trädgårdsgatan 134,Trelleborg,39207,Sverige,SE,19950924-7144,+46,0471-435 95,1995-09-24,True
Andrzej,Eriksson,Gentorget 1,Halmstad,41713,Sverige,SE,19711207-4462,+46,08-487 30 76,1971-12-07,True
John,Hansson,Järnvägsgatan 6,Gävle,53247,Sverige,SE,19610325-4989,+46,0315-196 25,1961-03-25,True
Anders,Gustafsson,Skogsgatan 3,Karlskoga,84968,Sverige,SE,19921207-7298,+46,08-799 29 88,1992-12-07,True
Lukas,Nilsson,Strandgatan 4,Ängelholm,56276,Sverige,SE,19411025-1113,+46,073-850 26 76,1941-10-25,True
Sissel,Tveit,Lienstubben 360,Henrikås,6327,Norge,NO,19750820-6168,+47,91468583,1975-08-20,True
Kristin,Larsson,Skolstigen 596,Eskilstuna,26000,Sverige,SE,19890917-9722,+46,+46 (0)558 988 80,1989-09-17,True
Anna,Johansson,Järnvägsgränd 717,Falun,69353,Sverige,SE,19760518-6606,+46,08-574 847 46,1976-05-18,True
Aud,Paulsen,Knutsenalléen 33E,Karibø,9820,Norge,NO,19470918-8524,+47,946 88 653,1947-09-18,True
Laura,Hale,Dawn Place 18472,West Brentbury,74669,Danmark,DK,19550630-6438,+45,881-407-8862x879,1955-06-30,True
Molly,Falk,Parkstigen 176,Växjö,93593,Sverige,SE,19420611-1707,+46,094-50 51 51,1942-06-11,True
Anita,Johansson,Villavägen 943,Varberg,66390,Sverige,SE,19521110-2665,+46,+46 (0)977 763 61,1952-11-10,True
Christian,Peters,Jessica Plains 0447,Allenborough,01047,Danmark,DK,19440210-8679,+45,244.963.7196,1944-02-10,True
Joel,Bertilsson,Ektorget 2,Umeå,84043,Sverige,SE,19970904-2271,+46,+46 (0)689 931 58,1997-09-04,True
Thea,Edvardsen,Paulsengjerdet 9,Nilsen,6246,Norge,NO,20000215-2285,47,95 46 13 61,2000-02-15,True
Amy,Thomas,Ronald Landing 82909,Lake Cynthiaborough,71463,Danmark,DK,19620320-9941,+45,(829)539-5172x2869,1962-03-20,True
Lorraine,Hardy,Nancy Bypass 8747,Kimchester,56819,Danmark,DK,19940615-7435,+45,769.793.1468,1994-06-15,True
Peter,Bertilsson,Parkvägen 9,Malmö,95354,Sverige,SE,19750902-4232,+46,+46 (0)346 516 58,1975-09-02,True
Daniel,Hedberg,Strandgatan 9,Halmstad,74251,Sverige,SE,19890116-0977,+46,08-722 730 19,1989-01-16,True
Minna,Kallio,Fabianinkuja 2,Eurajoki,97484,Finland,FI,19770105-257V,+358,0147825960,1977-01-05,True
Line,Ellingsen,Martinsensvingen 6C,Ragnhildsund,5251,Norge,NO,19511112-5088,+47,45 93 70 12,1951-11-12,True
Jan,Holm,Kyrkotorget 015,Skövde,59607,Sverige,SE,19730818-2663,+46,095-23 74 96,1973-08-18,True
Thomas,Molin,Skogsvägen 515,Ängelholm,26573,Sverige,SE,19490404-9942,+46,+46 (0)8 284 946 94,1949-04-04,True
Solveig,Nyström,Parkvägen 01,Karlstad,18048,Sverige,SE,19430317-2820,+46,+46 (0)8 267 694 32,1943-03-17,True
Erik,Ingvarsson,Ringvägen 20,Skellefteå,45311,Sverige,SE,19480430-4518,+46,08-128 91 69,1948-04-30,True
Margit,Jönsson,Parkgatan 1,Södertälje,15920,Sverige,SE,19651027-0897,+46,08-01 78 26,1965-10-27,True
Kenneth,Ruud,Nguyenvollen 64,Hannahamn,8836,Norge,NO,19450510-6013,+47,921 01 143,1945-05-10,True
Alicia,Arvidsson,Grangränd 0,Lidingö,55855,Sverige,SE,19400517-8350,+46,08-451 787 43,1940-05-17,True
Kristina,Lindahl,Kvarngränd 264,Ängelholm,60774,Sverige,SE,19880201-1863,+46,+46 (0)671 768 33,1988-02-01,True
Anita,Nilsen,Hellandplassen 810,Johannessen,1137,Norge,NO,20001016-5750,+47,20 18 57 79,2000-10-16,True
Tove,Madsen,Berntsenhaugen 81,Bakke,9165,Norge,NO,19750508-8502,+47,94603309,1975-05-08,True
Johanna,Lahti,Fabianinkatu 21,Kuortane,88617,Finland,FI,19940609-506S,+358,+358 878670513,1994-06-09,True
David,Welch,Williamson Plains 07117,Williston,03719,Danmark,DK,19551004-8816,+45,723-289-5905x63162,1955-10-04,True
Rita,Johannessen,Auneringen 15,Mariborg,0748,Norge,NO,19540426-0343,+47,79929776,1954-04-26,True
Birger,Lindqvist,Ekgatan 57,Uppsala,12529,Sverige,SE,19711102-9686,+46,001-944 35 53,1971-11-02,True
Kristina,Mattsson,Ringgatan 8,Landskrona,43240,Sverige,SE,19501211-3540,+46,012-72 30 50,1950-12-11,True
Viola,Johansson,Industrigatan 5,Piteå,68530,Sverige,SE,19530217-5764,+46,+46 (0)801 479 62,1953-02-17,True
Petter,Andersen,Andresenengen 2,Lie,7766,Norge,NO,19730708-7447,47,13 45 55 74,1973-07-08,True
Magnus,Zetterberg,Nyvägen 777,Linköping,32452,Sverige,SE,19681116-4936,+46,090-41 09 93,1968-11-16,True
Therese,Wester,Strandvägen 0,Växjö,83855,Sverige,SE,19600815-4663,+46,0169-764 89,1960-08-15,True
Nicholas,Stewart,Flores Cape 314,Patrickfort,68198,Danmark,DK,19980321-7409,+45,(411)394-7416x3695,1998-03-21,True
Sari,Rintala,Puroniitynkatu 18,Pyhtää,91671,Finland,FI,19731129-121H,+358,+358 82 5912590,1973-11-29,True
Alexander,Flowers,Nunez Port 7058,Jasonborough,76407,Danmark,DK,19720803-0250,+45,001-930-269-9783x76380,1972-08-03,True
Alexandra,Björkman,Kyrkogatan 755,Borås,40917,Sverige,SE,19490919-9397,+46,0972-09 48 15,1949-09-19,True
Klara,Ahmed,Skogsstigen 58,Uppsala,64431,Sverige,SE,19770918-0713,+46,025-174 74 99,1977-09-18,True
William,Lind,Parkgränd 395,Malmö,30189,Sverige,SE,19580216-4570,+46,+46 (0)8 865 389 84,1958-02-16,True
Karin,Karlsson,Aspgatan 0,Skellefteå,18357,Sverige,SE,19670908-6905,+46,+46 (0)36 71 50 19,1967-09-08,True
Liv,Lunde,Sæthergata 814,Eide,9210,Norge,NO,19710927-3824,+47,32 50 25 03,1971-09-27,True
Sandra,Tucker,Sally Light 61229,Port Troyport,51276,Danmark,DK,19780910-8564,+45,+1-701-545-8277x698,1978-09-10,True
Maja,Engström,Parkvägen 9,Karlstad,87075,Sverige,SE,19900907-8713,+46,+46 (0)8 005 443 78,1990-09-07,True
Linus,Ahmadi,Strandstigen 95,Nyköping,75467,Sverige,SE,19720702-6978,+46,08-389 42 85,1972-07-02,True
Anna,Svensson,Kyrkvägen 898,Piteå,17986,Sverige,SE,19840227-5560,+46,022-564 11 33,1984-02-27,True
Marie,Gunnarsson,Idrottsgränd 2,Lund,91847,Sverige,SE,19881011-5476,+46,08-763 00 55,1988-10-11,True
Torbjørn,Solberg,Mathisenhavna 9,Johnsand,8342,Norge,NO,19530927-7992,+47,68036559,1953-09-27,False
Inger,Eide,Myhreeggen 5,Synnøveodden,0157,Norge,NO,19730226-5776,+47,39673220,1973-02-26,True
Jessica,Simmons,Howard Parkway 6448,East Lauren,62820,Danmark,DK,19531206-6489,+45,(607)937-8190,1953-12-06,True
Alexandra,Hallberg,Kyrkogatan 149,Alingsås,35334,Sverige,SE,19511127-1323,+46,08-35 05 24,1951-11-27,True
Freja,Ali,Skolgränd 897,Luleå,85362,Sverige,SE,19601106-0217,+46,+46 (0)345 318 82,1960-11-06,True
Margareta,Kristensson,Åkertorget 7,Jönköping,58903,Sverige,SE,19580105-3648,+46,022-718 28 93,1958-01-05,True
Rita,Lie,Abrahamsengrenda 44,Lund,5613,Norge,NO,19890921-3460,+47,90534765,1989-09-21,True
Christie,Murphy,Katie Rest 7873,East Jamesview,62618,Danmark,DK,19491227-5057,+45,602.434.0606x430,1949-12-27,True
Anita,Jacobsen,Haugenkollen 5,Vildestrand,5748,Norge,NO,19400313-3537,+47,459 46 986,1940-03-13,True
Daniel,Bowman,Ramirez Ridges 99013,East Susanside,91513,Danmark,DK,19830201-6756,+45,+1-647-608-3533,1983-02-01,True
Mikael,Persson,Kyrkvägen 769,Göteborg,33731,Sverige,SE,19850228-4231,+46,068-90 01 98,1985-02-28,True
Bo,Eriksson,Furugatan 974,Mölndal,64330,Sverige,SE,19810317-2624,+46,0371-151 08,1981-03-17,True
Evy,Sandgren,Idrottsvägen 50,Lidingö,83647,Sverige,SE,19830801-0806,+46,041-569 02 19,1983-08-01,True
Kristina,Strand,Skogsgatan 2,Nyköping,58556,Sverige,SE,19461105-0296,+46,+46 (0)626 155 39,1946-11-05,True
Ryan,Lopez,John Street 56020,Port Paulatown,21984,Danmark,DK,19510824-1228,+45,653.915.4155x087,1951-08-24,True
Elmeri,Kumpulainen,Nelikkokuja 8,Virrat,83563,Finland,FI,19490518-171F,+358,+358 02 5654251,1949-05-18,True
Karin,Gunnarsson,Ängsvägen 09,Eskilstuna,57602,Sverige,SE,19930829-3622,+46,086-62 09 17,1993-08-29,True
Margareta,Lindgren,Storvägen 7,Lidköping,10766,Sverige,SE,19461007-7015,+46,095-17 64 07,1946-10-07,True
Anna,Sundell,Järnvägsgatan 2,Skövde,46986,Sverige,SE,19531108-3806,+46,08-68 03 55,1953-11-08,True
Ernst,Petersson,Storvägen 712,Uddevalla,96944,Sverigev,SE,19890619-2043,+46,08-422 70 58,1989-06-19,True
Ole,Larsen,Pettersenbråten 4A,Ceciliehavn,1916,Norge,NO,19690812-8044,+47,98901787,1969-08-12,True
Per,Svensson,Åkertorget 9,Varberg,32799,Sverige,SE,19440716-1814,+46,0643-38 41 13,1944-07-16,True
Caleb,Daniels,Rachael Plains 277,Port Catherinefurt,92309,Danmark,DK,19550104-5491,+45,(668)495-7187x871,1955-01-04,True
Jörgen,Sjöberg,Björkgatan 60,Örebro,26985,Sverige,SE,19900122-8463,+46,+46 (0)787 068 37,1990-01-22,True
Patrick,Kline,Brian Rapid 7337,Cruzmouth,19066,Danmark,DK,19741005-0049,+45,4565467888,1974-10-05,True
Andrea,Fisher,Martin Villages 1837,Thomasville,97997,Danmark,DK,19870426-1812,+45,494-299-1253,1987-04-26,True
Erika,Blevins,Tina Springs 6211,Jacksonshire,28272,Danmark,DK,19731227-1059,45,509-958-0913x314,1973-12-27,True
Klara,Lindgren,Ekgränd 23,Eskilstuna,64153,Sverige,SE,19711129-1465,+46,021-767 24 84,1971-11-29,True
Joacim,Eliasson,Gengatan 590,Uddevalla,44440,Sverige,SE,19590216-5177,+46,+46 (0)8 519 538 67,1959-02-16,True
Agnes,Lundgren,Nyvägen 44,Falun,78558,Sverige,SE,19440130-1834,+46,+46 (0)875 574 04,1944-01-30,True
Jane,Mohamed,Villagränd 20,Borlänge,63957,Sverige,SE,19820805-1055,+46,048-28 08 78,1982-08-05,True
Regina,Bell,Jesse Summit 7958,Muellershire,01717,Danmark,DK,19430322-6268,+45,001-667-345-2608x739,1943-03-22,True
Liv,Thorsen,Amundsenengen 4,Maritmark,4425,Norge,NO,19620118-3443,+47,47200137,1962-01-18,True
Kenneth,Gustavsson,Villagränd 995,Skellefteå,48814,Sverige,SE,19540414-6638,+46,08-64 02 03,1954-04-14,True
Alva,Gustafsson,Skolvägen 49,Sandviken,42731,Sverige,SE,19980404-7100,+46,0310-18 86 94,1998-04-04,True
Hugo,Hägglund,Parkvägen 05,Varberg,86884,Sverige,SE,19690720-2630,+46,0649-81 89 04,1969-07-20,True
Peter,Jones,Tanya Highway 277,North Williammouth,34251,Danmark,DK,19750622-8758,+45,254-553-2292,1975-06-22,True
Selma,Gustafsson,Bäckgränd 728,Trelleborg,21771,Sverige,SE,19950311-3589,+46,034-401 39 76,1995-03-11,True
Lisa,Anderson,Jackson Course 3308,Port Zacharyhaven,02938,Danmark,DK,19680228-6067,+45,001-321-755-7541x7138,1968-02-28,True
Gunvor,Söderberg,Ekvägen 5,Alingsås,81177,Sverige,SE,19961016-3432,+46,08-56 98 28,1996-10-16,True
Solveig,Helland,Knudsenlunden 796,Engen,9607,Norge,NO,19960908-5400,+47,+47 73 49 95 37,1996-09-08,True
Lars,Wallin,Backstigen 1,Uppsala,42409,Sverige,SE,19411029-8239,+46,+46 (0)8 401 316 03,1941-10-29,True
Steven,Snyder,Todd Place 492,New Rachelville,32026,Danmark,DK,19571116-8062,+45,919.361.6286,1957-11-16,True
Per,Svantesson,Fabriksstigen 7,Luleå,29247,Sverige,SE,19780622-3036,+46,08-167 62 09,1978-06-22,True
Kjetil,Johnsen,Svendsenbakken 19,Birkeland,9377,Norge,NO,19890930-0017,+47,71 47 66 72,1989-09-30,True
Margareta,Lindell,Villagatan 26,Borås,35709,Sverige,SE,19670705-4291,+46,08-110 61 10,1967-07-05,True
Hege,Johannessen,Tveitstykket 259,Elimark,2047,Norge,NO,19960529-1345,+47,79 54 69 86,1996-05-29,True
Thor,Haugen,Isaksenkollen 59,Johnstrøm,7961,Norge,NO,19891102-7382,+47,405 30 904,1989-11-02,True
Sara,Liu,Ängsvägen 6,Stockholm,52762,Sverige,SE,19660409-0554,+46,08-260 632 40,1966-04-09,True
Ashley,Cordova,Rhodes Burg 581,South Brenda,10509,Danmark,DK,19770527-1990,+45,917-911-2013x3770,1977-05-27,True
Margareta,Andersson,Idrottstorget 41,Helsingborg,86851,Sverige,SE,19530918-4831,+46,0054-688 11,1953-09-18,True
Tommy,Lie,Andresenlyngen 9,Edvardsen,5986,Norge,NO,19630809-9270,+47,411 17 270,1963-08-09,True
Rolf,Eriksson,Storvägen 638,Trelleborg,91040,Sverige,SE,19981227-9405,+46,+46 (0)28 63 95 41,1998-12-27,True
Gerda,Erlandsson,Kyrkotorget 15,Luleå,12707,Sverige,SE,19590214-0903,+46,08-77 98 07,1959-02-14,True
Cynthia,Bennett,Garcia Cove 0698,West Tracyland,60342,Danmark,DK,19410503-8183,+45,598.318.2911x7091,1941-05-03,True
Bente,Solberg,Haugflata 6,Ahmed,8731,Norge,NO,19810427-5178,+47,41265419,1981-04-27,True
Johnny,Öhman,Industrigränd 32,Borlänge,76662,Sverige,SE,19450219-9116,+46,0644-945 54,1945-02-19,True
Erica,Parsons,Rojas Extensions 57424,East Austintown,56570,Danmark,DK,19460705-9216,+45,001-217-884-1044,1946-07-05,True
Clara,Dahl,Ringgränd 015,Södertälje,18755,Sverige,SE,19760320-3458,+46,+46 (0)35 68 73 47,1976-03-20,True
Tore,Bakke,Rønningfaret 6,Rasmussen,0877,Norge,NO,19891018-1177,+47,+4742085532,1989-10-18,True
Jan,Nordlander,Ekgatan 4,Umeå,76511,Sverige,SE,19840607-5841,+46,003-578 92 58,1984-06-07,True
Åke,Edvardsson,Backvägen 082,Motala,93124,Sverige,SE,19750603-2607,+46,051-140 60 76,1975-06-03,True
Hans,Ek,Stationsgatan 7,Västerås,91913,Sverige,SE,19770505-3771,+46,0262-948 78,1977-05-05,True
Michael,Banks,Christian Center 481,South Geraldside,02658,Danmark,DK,19750823-8389,+45,3895872310,1975-08-23,True
Einar,Arnesen,Hansenstubben 2,Mayodden,4704,Norge,NO,19841113-0067,47,41789071,1984-11-13,True
Christoffer,Bengtsson,Trädgårdsgatan 298,Karlskrona,68678,Sverige,SE,19830629-7175,+46,023-10 42 74,1983-06-29,True
Kirsten,Gulbrandsen,Hansenmarka 02,Knutsen,7726,Norge,NO,19720831-5754,+47,57 13 66 23,1972-08-31,True
Isabella,Niklasson,Bäckvägen 8,Skövde,14056,Sverige,SE,19760527-9018,+46,08-886 471 71,1976-05-27,True
Kaarina,Vuorinen,Uudenkaupunginpolku 486,Lumparland,67762,Finland,FI,19830501-4061,+358,049 332 6254,1983-05-01,True
Gun,Näslund,Furutorget 55,Alingsås,97729,Sverige,SE,19751020-9941,+46,0959-57 79 70,1975-10-20,True
Tilda,Wahlgren,Järnvägsstigen 21,Lidingö,93149,Sverige,SE,19560819-8944,+46,08-351 631 76,1956-08-19,True
Allen,Daniels,Debbie Wells 37665,Lake Hollyburgh,77611,Danmark,DK,19771202-6598,+45,485.896.0316x78072,1977-12-02,True
Ellinor,Andersson,Parkgatan 08,Gävle,87574,Sverige,SE,19591117-9207,+46,0954-679 22,1959-11-17,True
Christina,Bertilsson,Fabriksvägen 772,Gävle,45402,Sverige,SE,19430621-1177,+46,+46 (0)30 24 58 51,1943-06-21,True
Lovisa,Engström,Fabrikstorget 533,Stockholm,91277,Sverige,SE,19680307-7536,+46,08-13 17 79,1968-03-07,True
Pontus,Johansson,Kyrkostigen 16,Uddevalla,80371,Sverige,SE,19770809-1272,+46,08-85 82 58,1977-08-09,True
Harry,West,Katrina Fort 656,Yeseniafurt,68598,Danmark,DK,19691205-4143,+45,428.818.9333,1969-12-05,True
John,Johannesson,Skogsgränd 23,Alingsås,47366,Sverige,SE,19410825-0450,+46,009-19 56 72,1941-08-25,True
Eva,Karlsson,Parktorget 10,Nyköping,64434,Sverige,SE,19581116-6765,+46,071-464 78 54,1958-11-16,True
Tove,Kristiansen,Kristensenhavna 03,Hauge,5369,Norge,NO,19981202-2022,+47,00460648,1998-12-02,True
Michel,Lundgren,Aspvägen 02,Sundsvall,88346,Sverige,SE,19781210-0072,+46,093-84 48 55,1978-12-10,True
David,Molina,William Green 0311,Vincentchester,77206,Danmark,DK,19931227-4657,+45,682.223.2231x72576,1993-12-27,True
Elin,Sjöholm,Kyrkvägen 862,Varberg,41174,Sverige,SE,19680519-6829,+46,08-696 05 19,1968-05-19,True
Johanna,Ekstrand,Kyrktorget 659,Ängelholm,30574,Sverige,SE,19500717-3325,+46,0318-309 90,1950-07-17,True
Aino,Seppä,Haaksikatu 355,Lappajärvi,39999,Finland,FI,19920301-190S,+358,056 759 1171,1992-03-01,True
Erik,Larsson,Parkvägen 29,Södertälje,82492,Sverige,SE,19450709-7495,+46,0940-909 16,1945-07-09,True
Sofie,Jakobsson,Skoltorget 5,Piteå,70753,Sverige,SE,19611207-1801,+46,+46 (0)8 208 611 76,1961-12-07,True
Heidi,Eriksen,Aasenløkka 73B,Gerdstrand,1548,Norge,NO,19430709-8017,+47,85568094,1943-07-09,True
Hilda,Eriksson,Kyrkogatan 9,Lidingö,85507,Sverige,SE,19641230-0229,+46,+46 (0)92 32 12 51,1964-12-30,True
Sharon,Merritt,Mcneil Spurs 050,Petersonmouth,77304,Danmark,DK,19700727-0077,+45,878-286-9897x419,1970-07-27,True
Leif,Danielsson,Järnvägsgatan 12,Piteå,34780,Sverige,SE,19790723-2729,+46,08-337 335 41,1979-07-23,True
Rita,Ericsson,Aspgatan 1,Karlstad,87273,Sverige,SE,19520510-3116,+46,0074-75 98 48,1952-05-10,True
Angela,Jansson,Skogsgränd 24,Trollhättan,92261,Sverige,SE,19651018-7417,+46,0637-575 93,1965-10-18,True
Kristian,Kristiansen,Jensenalléen 8,Aas,9287,Norge,NO,19531026-3703,+47,26141594,1953-10-26,True
Robert,Andersson,Skolvägen 3,Landskrona,76901,Sverige,SE,19810912-1689,+46,08-69 21 81,1981-09-12,True
Hilde,Jensen,Hansengropa 5,Steinås,6628,Norge,NO,19750217-9079,+47,+4729706590,1975-02-17,True
Laila,Hanssen,Thomassenspranget 3,Andersen,5739,Norge,NO,19910521-9220,+47,66 24 81 28,1991-05-21,True
Beatrice,Eriksson,Skogsvägen 05,Trelleborg,90204,Sverige,SE,19630630-5660,+46,+46 (0)364 094 02,1963-06-30,True
Emelie,Ferm,Ekvägen 457,Alingsås,21528,Norge,SE,19580609-5275,+46,024-384 38 81,1958-06-09,True
Vera,Ek,Genvägen 66,Alingsås,69381,Sverige,SE,19901014-8639,+46,059-68 67 19,1990-10-14,True
May,Aasen,Hellandstykket 9,Einarhelle,5428,Norge,NO,19880507-4978,+47,+4750423293,1988-05-07,True
Alexander,Mathisen,Pettersenlia 42,Mayodden,1747,Norge,NO,19690312-5361,+47,60849423,1969-03-12,True
Linnéa,Johansson,Skogstorget 65,Kalmar,31688,Sverige,SE,19761220-6117,+46,099-77 83 58,1976-12-20,True
Magnus,Henriksen,Sivertsentoppen 75B,Kristofferstad,8980,Norge,NO,19960927-9705,+47,97094530,1996-09-27,True
Eva,Halvorsen,Larsenhøgda 66,Danielsjøen,3245,Norge,NO,19891126-0494,+47,77 58 99 40,1989-11-26,True
Martin,Adams,Thomas Plains 06137,Lisastad,11116,Danmark,DK,19760927-6676,+45,733.230.6725,1976-09-27,True
Hannele,Puranen,Kimmonkatu 189,Kyyjärvi,16302,Finland,FI,19451002-389C,+358,(+358) 276139053,1945-10-02,True
Eva,Olsson,Kvarngränd 449,Västerås,14317,Sverige,SE,19640419-5297,+46,08-42 57 74,1964-04-19,False
Teresa,Rogers,Paul Falls 1470,Fostermouth,34045,Danmark,DK,19921204-4684,+45,(810)420-3654,1992-12-04,True
Deborah,Villarreal,Shelton Valley 269,Craigchester,56614,Danmark,DK,19630224-9272,+45,(372)455-6342x75320,1963-02-24,True
Sara,Forsberg,Skolgatan 620,Karlskrona,94872,Sverige,SE,19640501-6494,+46,0034-664 16,1964-05-01,True
Alison,Lynch,Jason Dale 9028,East Julie,11779,Danmark,DK,19520827-3397,+45,+1-513-221-1186x00044,1952-08-27,True
Björn,Berggren,Industrigatan 582,Stockholm,71422,Sverige,SE,19521012-0484,+46,0137-85 41 02,1952-10-12,True
Rolf,Johansen,Brekkestykket 6,Lailaø,1228,Norge,NO,19801118-0917,+47,00 32 52 58,1980-11-18,True
Jeffrey,Gibson,Adams Lake 88718,East Sharonfurt,84877,Danmark,DK,19871210-2711,+45,(652)781-6517,1987-12-10,True
Thor,Johannessen,Edvardsentjernet 2,Ingridø,0025,Norge,NO,19580105-1906,+47,+47 44 36 97 89,1958-01-05,True
